"","db","query","phylum","class","order","family","genus","species","ncbi"
"7175","itis","Ouratea aquatica",NA,NA,NA,NA,NA,NA,NA
"7176","itis","Ouratea attenuata",NA,NA,NA,NA,NA,NA,NA
"7177","itis","Ouratea barrae",NA,NA,NA,NA,NA,NA,NA
"7178","itis","Ouratea candollei",NA,NA,NA,NA,NA,NA,NA
"7179","itis","Ouratea castaneifolia",NA,NA,NA,NA,NA,NA,NA
"7180","itis","Ouratea cearensis",NA,NA,NA,NA,NA,NA,NA
"7181","itis","Ouratea chiribiquetensis",NA,NA,NA,NA,NA,NA,NA
"7182","itis","Ouratea coccinea",NA,NA,NA,NA,NA,NA,NA
"7183","itis","Ouratea decagyna",NA,NA,NA,NA,NA,NA,NA
"7184","itis","Ouratea discophora",NA,NA,NA,NA,NA,NA,NA
"7185","itis","Ouratea engleri",NA,NA,NA,NA,NA,NA,NA
"7186","itis","Ouratea evoluta",NA,NA,NA,NA,NA,NA,NA
"7187","itis","Ouratea ferruginea",NA,NA,NA,NA,NA,NA,NA
"7188","itis","Ouratea flexuosa",NA,NA,NA,NA,NA,NA,NA
"7189","itis","Ouratea hexasperma",NA,NA,NA,NA,NA,NA,NA
"7190","itis","Ouratea inundata",NA,NA,NA,NA,NA,NA,NA
"7191","itis","Ouratea iquitosensis",NA,NA,NA,NA,NA,NA,NA
"7192","itis","Ouratea javariensis",NA,NA,NA,NA,NA,NA,NA
"7193","itis","Ouratea oblongifolia",NA,NA,NA,NA,NA,NA,NA
"7194","itis","Ouratea paraensis",NA,NA,NA,NA,NA,NA,NA
"7195","itis","Ouratea patens",NA,NA,NA,NA,NA,NA,NA
"7196","itis","Ouratea pendula",NA,NA,NA,NA,NA,NA,NA
"7197","itis","Ouratea pendulosepala",NA,NA,NA,NA,NA,NA,NA
"7198","itis","Ouratea pilgeri",NA,NA,NA,NA,NA,NA,NA
"7199","itis","Ouratea pisiformis",NA,NA,NA,NA,NA,NA,NA
"7200","itis","Ouratea poeppigii",NA,NA,NA,NA,NA,NA,NA
"7201","itis","Ouratea polyantha",NA,NA,NA,NA,NA,NA,NA
"7202","itis","Ouratea ramosissima",NA,NA,NA,NA,NA,NA,NA
"7203","itis","Ouratea rigida",NA,NA,NA,NA,NA,NA,NA
"7204","itis","Ouratea roraimae",NA,NA,NA,NA,NA,NA,NA
"7205","itis","Ouratea rotundifolia",NA,NA,NA,NA,NA,NA,NA
"7206","itis","Ouratea scottii",NA,NA,NA,NA,NA,NA,NA
"7207","itis","Ouratea semiserrata",NA,NA,NA,NA,NA,NA,NA
"7208","itis","Ouratea spectabilis",NA,NA,NA,NA,NA,NA,NA
"7209","itis","Ouratea spruceana",NA,NA,NA,NA,NA,NA,NA
"7210","itis","Ouratea subscandens",NA,NA,NA,NA,NA,NA,NA
"7211","itis","Ouratea superba",NA,NA,NA,NA,NA,NA,NA
"7212","itis","Ouratea thyrsoidea",NA,NA,NA,NA,NA,NA,NA
"7213","itis","Ouratea verruculosa",NA,NA,NA,NA,NA,NA,NA
"7214","itis","Ouratea vieirae",NA,NA,NA,NA,NA,NA,NA
"7215","itis","Ouratea williamsii",NA,NA,NA,NA,NA,NA,NA
"7216","itis","Oxalis barrelieri",NA,"Magnoliopsida","Oxalidales","Oxalidaceae","Oxalis","Oxalis barrelieri",NA
"7217","itis","Oxalis corniculata",NA,"Magnoliopsida","Oxalidales","Oxalidaceae","Oxalis","Oxalis corniculata",NA
"7218","itis","Oxalis frutescens",NA,"Magnoliopsida","Oxalidales","Oxalidaceae","Oxalis","Oxalis frutescens",NA
"7219","itis","Oxalis juruensis",NA,NA,NA,NA,NA,NA,NA
"7220","itis","Oxalis lespedezioides",NA,NA,NA,NA,NA,NA,NA
"7221","itis","Oxalis linarantha",NA,NA,NA,NA,NA,NA,NA
"7222","itis","Oxalis niederleinii",NA,NA,NA,NA,NA,NA,NA
"7223","itis","Oxandra asbeckii",NA,NA,NA,NA,NA,NA,NA
"7224","itis","Oxandra espintana",NA,NA,NA,NA,NA,NA,NA
"7225","itis","Oxandra euneura",NA,NA,NA,NA,NA,NA,NA
"7226","itis","Oxandra krukoffii",NA,NA,NA,NA,NA,NA,NA
"7227","itis","Oxandra leucodermis",NA,NA,NA,NA,NA,NA,NA
"7228","itis","Oxandra macrophylla",NA,NA,NA,NA,NA,NA,NA
"7229","itis","Oxandra major",NA,NA,NA,NA,NA,NA,NA
"7230","itis","Oxandra mediocris",NA,NA,NA,NA,NA,NA,NA
"7231","itis","Oxandra polyantha",NA,NA,NA,NA,NA,NA,NA
"7232","itis","Oxandra riedeliana",NA,NA,NA,NA,NA,NA,NA
"7233","itis","Oxandra sphaerocarpa",NA,NA,NA,NA,NA,NA,NA
"7234","itis","Oxandra xylopioides",NA,NA,NA,NA,NA,NA,NA
"7235","itis","Oxycaryum cubense",NA,"Magnoliopsida","Poales","Cyperaceae","Oxycaryum","Oxycaryum cubense",NA
"7236","itis","Oxypetalum appendiculatum",NA,NA,NA,NA,NA,NA,NA
"7237","itis","Pachira amazonica",NA,NA,NA,NA,NA,NA,NA
"7238","itis","Pachira aquatica",NA,"Magnoliopsida","Malvales","Malvaceae","Pachira","Pachira aquatica",NA
"7239","itis","Pachira brevipes",NA,NA,NA,NA,NA,NA,NA
"7240","itis","Pachira duckei",NA,NA,NA,NA,NA,NA,NA
"7241","itis","Pachira faroensis",NA,NA,NA,NA,NA,NA,NA
"7242","itis","Pachira flaviflora",NA,NA,NA,NA,NA,NA,NA
"7243","itis","Pachira gracilis",NA,NA,NA,NA,NA,NA,NA
"7244","itis","Pachira humilis",NA,NA,NA,NA,NA,NA,NA
"7245","itis","Pachira insignis",NA,"Magnoliopsida","Malvales","Malvaceae","Pachira","Pachira insignis",NA
"7246","itis","Pachira macrocalyx",NA,NA,NA,NA,NA,NA,NA
"7247","itis","Pachira manausensis",NA,NA,NA,NA,NA,NA,NA
"7248","itis","Pachira minor",NA,NA,NA,NA,NA,NA,NA
"7249","itis","Pachira nervosa",NA,NA,NA,NA,NA,NA,NA
"7250","itis","Pachira nitida",NA,NA,NA,NA,NA,NA,NA
"7251","itis","Pachira obovata",NA,NA,NA,NA,NA,NA,NA
"7252","itis","Pachira sordida",NA,NA,NA,NA,NA,NA,NA
"7253","itis","Pachira trinitensis",NA,NA,NA,NA,NA,NA,NA
"7254","itis","Pachyloma coriaceum",NA,NA,NA,NA,NA,NA,NA
"7255","itis","Pachyloma huberioides",NA,NA,NA,NA,NA,NA,NA
"7256","itis","Pachyptera aromatica",NA,NA,NA,NA,NA,NA,NA
"7257","itis","Pachyptera kerere",NA,NA,NA,NA,NA,NA,NA
"7258","itis","Pachyrhizus erosus",NA,"Magnoliopsida","Fabales","Fabaceae","Pachyrhizus","Pachyrhizus erosus",NA
"7259","itis","Pachyrhizus tuberosus",NA,"Magnoliopsida","Fabales","Fabaceae","Pachyrhizus","Pachyrhizus tuberosus",NA
"7260","itis","Pachystachys coccinea",NA,NA,NA,NA,NA,NA,NA
"7261","itis","Pachystachys lutea",NA,"Magnoliopsida","Lamiales","Acanthaceae","Pachystachys","Pachystachys lutea",NA
"7262","itis","Pachystachys spicata",NA,"Magnoliopsida","Lamiales","Acanthaceae","Pachystachys","Pachystachys spicata",NA
"7263","itis","Pacouria boliviensis",NA,NA,NA,NA,NA,NA,NA
"7264","itis","Pacouria guianensis",NA,NA,NA,NA,NA,NA,NA
"7265","itis","Pacourina edulis",NA,NA,NA,NA,NA,NA,NA
"7266","itis","Paepalanthus bahiensis",NA,NA,NA,NA,NA,NA,NA
"7267","itis","Paepalanthus bifidus",NA,NA,NA,NA,NA,NA,NA
"7268","itis","Paepalanthus chiquitensis",NA,NA,NA,NA,NA,NA,NA
"7269","itis","Paepalanthus fasciculatus",NA,NA,NA,NA,NA,NA,NA
"7270","itis","Paepalanthus fasiculatus",NA,NA,NA,NA,NA,NA,NA
"7271","itis","Paepalanthus fluviatilis",NA,NA,NA,NA,NA,NA,NA
"7272","itis","Paepalanthus gleasonii",NA,NA,NA,NA,NA,NA,NA
"7273","itis","Paepalanthus guaraiensis",NA,NA,NA,NA,NA,NA,NA
"7274","itis","Paepalanthus lamarckii",NA,NA,NA,NA,NA,NA,NA
"7275","itis","Paepalanthus major",NA,NA,NA,NA,NA,NA,NA
"7276","itis","Paepalanthus oyapockensis",NA,NA,NA,NA,NA,NA,NA
"7277","itis","Paepalanthus perpusillus",NA,NA,NA,NA,NA,NA,NA
"7278","itis","Paepalanthus polytrichoides",NA,NA,NA,NA,NA,NA,NA
"7279","itis","Paepalanthus singularius",NA,NA,NA,NA,NA,NA,NA
"7280","itis","Paepalanthus subtilis",NA,NA,NA,NA,NA,NA,NA
"7281","itis","Paepalanthus tortilis",NA,NA,NA,NA,NA,NA,NA
"7282","itis","Paesia glandulosa",NA,NA,NA,NA,NA,NA,NA
"7283","itis","Pagamea acrensis",NA,NA,NA,NA,NA,NA,NA
"7284","itis","Pagamea aracaensis",NA,NA,NA,NA,NA,NA,NA
"7285","itis","Pagamea capitata",NA,NA,NA,NA,NA,NA,NA
"7286","itis","Pagamea coriacea",NA,NA,NA,NA,NA,NA,NA
"7287","itis","Pagamea duckei",NA,NA,NA,NA,NA,NA,NA
"7288","itis","Pagamea guianensis",NA,NA,NA,NA,NA,NA,NA
"7289","itis","Pagamea hirsuta",NA,NA,NA,NA,NA,NA,NA
"7290","itis","Pagamea macrophylla",NA,NA,NA,NA,NA,NA,NA
"7291","itis","Pagamea montana",NA,NA,NA,NA,NA,NA,NA
"7292","itis","Pagamea occulta",NA,NA,NA,NA,NA,NA,NA
"7293","itis","Pagamea pauciflora",NA,NA,NA,NA,NA,NA,NA
"7294","itis","Pagamea plicata",NA,NA,NA,NA,NA,NA,NA
"7295","itis","Pagamea plicatiformis",NA,NA,NA,NA,NA,NA,NA
"7296","itis","Pagamea puberula",NA,NA,NA,NA,NA,NA,NA
"7297","itis","Pagamea spruceana",NA,NA,NA,NA,NA,NA,NA
"7298","itis","Pagamea thyrsiflora",NA,NA,NA,NA,NA,NA,NA
"7299","itis","Pagamea velutina",NA,NA,NA,NA,NA,NA,NA
"7300","itis","Pagameopsis maguirei",NA,NA,NA,NA,NA,NA,NA
"7301","itis","Palhinhaea camporum",NA,NA,NA,NA,NA,NA,NA
"7302","itis","Palhinhaea cernua",NA,"Lycopodiopsida","Lycopodiales","Lycopodiaceae","Palhinhaea","Palhinhaea cernua",NA
"7303","itis","Palhinhaea riofrioi",NA,NA,NA,NA,NA,NA,NA
"7304","itis","Palhinhaea steyermarkii",NA,NA,NA,NA,NA,NA,NA
"7305","itis","Palicourea acuminata",NA,NA,NA,NA,NA,NA,NA
"7306","itis","Palicourea adderleyi",NA,NA,NA,NA,NA,NA,NA
"7307","itis","Palicourea adenophora",NA,NA,NA,NA,NA,NA,NA
"7308","itis","Palicourea affinis",NA,NA,NA,NA,NA,NA,NA
"7309","itis","Palicourea alba",NA,NA,NA,NA,NA,NA,NA
"7310","itis","Palicourea amapaensis",NA,NA,NA,NA,NA,NA,NA
"7311","itis","Palicourea amplectens",NA,NA,NA,NA,NA,NA,NA
"7312","itis","Palicourea anisoloba",NA,NA,NA,NA,NA,NA,NA
"7313","itis","Palicourea apoda",NA,NA,NA,NA,NA,NA,NA
"7314","itis","Palicourea axillaris",NA,NA,NA,NA,NA,NA,NA
"7315","itis","Palicourea barraensis",NA,NA,NA,NA,NA,NA,NA
"7316","itis","Palicourea blakei",NA,NA,NA,NA,NA,NA,NA
"7317","itis","Palicourea blanchetiana",NA,NA,NA,NA,NA,NA,NA
"7318","itis","Palicourea bostrychothyrsus",NA,NA,NA,NA,NA,NA,NA
"7319","itis","Palicourea brachyloba",NA,NA,NA,NA,NA,NA,NA
"7320","itis","Palicourea bracteocardia",NA,NA,NA,NA,NA,NA,NA
"7321","itis","Palicourea bracteosa",NA,NA,NA,NA,NA,NA,NA
"7322","itis","Palicourea calophylla",NA,NA,NA,NA,NA,NA,NA
"7323","itis","Palicourea campyloneura",NA,NA,NA,NA,NA,NA,NA
"7324","itis","Palicourea campylopoda",NA,NA,NA,NA,NA,NA,NA
"7325","itis","Palicourea candelabrum",NA,NA,NA,NA,NA,NA,NA
"7326","itis","Palicourea canescens",NA,NA,NA,NA,NA,NA,NA
"7327","itis","Palicourea caquetensis",NA,NA,NA,NA,NA,NA,NA
"7328","itis","Palicourea cardiomorpha",NA,NA,NA,NA,NA,NA,NA
"7329","itis","Palicourea cardonae",NA,NA,NA,NA,NA,NA,NA
"7330","itis","Palicourea casiquiaria",NA,NA,NA,NA,NA,NA,NA
"7331","itis","Palicourea celiae",NA,NA,NA,NA,NA,NA,NA
"7332","itis","Palicourea ceratantha",NA,NA,NA,NA,NA,NA,NA
"7333","itis","Palicourea charianthema",NA,NA,NA,NA,NA,NA,NA
"7334","itis","Palicourea colorata",NA,NA,NA,NA,NA,NA,NA
"7335","itis","Palicourea comitis",NA,NA,NA,NA,NA,NA,NA
"7336","itis","Palicourea conferta",NA,NA,NA,NA,NA,NA,NA
"7337","itis","Palicourea corymbifera",NA,NA,NA,NA,NA,NA,NA
"7338","itis","Palicourea coussareoides",NA,NA,NA,NA,NA,NA,NA
"7339","itis","Palicourea crocea",NA,"Magnoliopsida","Gentianales","Rubiaceae","Palicourea","Palicourea crocea",NA
"7340","itis","Palicourea croceoides",NA,"Magnoliopsida","Gentianales","Rubiaceae","Palicourea","Palicourea croceoides",NA
"7341","itis","Palicourea crocochlamys",NA,NA,NA,NA,NA,NA,NA
"7342","itis","Palicourea debilis",NA,NA,NA,NA,NA,NA,NA
"7343","itis","Palicourea deflexa",NA,NA,NA,NA,NA,NA,NA
"7344","itis","Palicourea dichotoma",NA,NA,NA,NA,NA,NA,NA
"7345","itis","Palicourea didymocarpos",NA,NA,NA,NA,NA,NA,NA
"7346","itis","Palicourea duckei",NA,NA,NA,NA,NA,NA,NA
"7347","itis","Palicourea duricoria",NA,NA,NA,NA,NA,NA,NA
"7348","itis","Palicourea egensis",NA,NA,NA,NA,NA,NA,NA
"7349","itis","Palicourea embirensis",NA,NA,NA,NA,NA,NA,NA
"7350","itis","Palicourea ernestii",NA,NA,NA,NA,NA,NA,NA
"7351","itis","Palicourea everardii",NA,NA,NA,NA,NA,NA,NA
"7352","itis","Palicourea fastigiata",NA,NA,NA,NA,NA,NA,NA
"7353","itis","Palicourea flagellifera",NA,NA,NA,NA,NA,NA,NA
"7354","itis","Palicourea flaviflora",NA,NA,NA,NA,NA,NA,NA
"7355","itis","Palicourea foldatsii",NA,NA,NA,NA,NA,NA,NA
"7356","itis","Palicourea glabra",NA,NA,NA,NA,NA,NA,NA
"7357","itis","Palicourea glandulicalyx",NA,NA,NA,NA,NA,NA,NA
"7358","itis","Palicourea gracilenta",NA,NA,NA,NA,NA,NA,NA
"7359","itis","Palicourea grandiflora",NA,NA,NA,NA,NA,NA,NA
"7360","itis","Palicourea grandifolia",NA,NA,NA,NA,NA,NA,NA
"7361","itis","Palicourea guianensis",NA,"Magnoliopsida","Gentianales","Rubiaceae","Palicourea","Palicourea guianensis",NA
"7362","itis","Palicourea hirta",NA,NA,NA,NA,NA,NA,NA
"7363","itis","Palicourea hoffmannseggiana",NA,NA,NA,NA,NA,NA,NA
"7364","itis","Palicourea hospitalis",NA,NA,NA,NA,NA,NA,NA
"7365","itis","Palicourea huberi",NA,NA,NA,NA,NA,NA,NA
"7366","itis","Palicourea humboldtiana",NA,NA,NA,NA,NA,NA,NA
"7367","itis","Palicourea hypochlorina",NA,NA,NA,NA,NA,NA,NA
"7368","itis","Palicourea iodotricha",NA,NA,NA,NA,NA,NA,NA
"7369","itis","Palicourea juruana",NA,NA,NA,NA,NA,NA,NA
"7370","itis","Palicourea justiciifolia",NA,NA,NA,NA,NA,NA,NA
"7371","itis","Palicourea lachnantha",NA,NA,NA,NA,NA,NA,NA
"7372","itis","Palicourea lasiantha",NA,NA,NA,NA,NA,NA,NA
"7373","itis","Palicourea leiantha",NA,NA,NA,NA,NA,NA,NA
"7374","itis","Palicourea lemoniana",NA,NA,NA,NA,NA,NA,NA
"7375","itis","Palicourea longicuspis",NA,NA,NA,NA,NA,NA,NA
"7376","itis","Palicourea longiflora",NA,NA,NA,NA,NA,NA,NA
"7377","itis","Palicourea longiinvolucrata",NA,NA,NA,NA,NA,NA,NA
"7378","itis","Palicourea longistipula",NA,NA,NA,NA,NA,NA,NA
"7379","itis","Palicourea longistipulata",NA,NA,NA,NA,NA,NA,NA
"7380","itis","Palicourea lourteigiana",NA,NA,NA,NA,NA,NA,NA
"7381","itis","Palicourea lucidula",NA,NA,NA,NA,NA,NA,NA
"7382","itis","Palicourea macarthurorum",NA,NA,NA,NA,NA,NA,NA
"7383","itis","Palicourea macrobotrys",NA,NA,NA,NA,NA,NA,NA
"7384","itis","Palicourea maguireorum",NA,NA,NA,NA,NA,NA,NA
"7385","itis","Palicourea mamillaris",NA,NA,NA,NA,NA,NA,NA
"7386","itis","Palicourea manausensis",NA,NA,NA,NA,NA,NA,NA
"7387","itis","Palicourea mansoana",NA,NA,NA,NA,NA,NA,NA
"7388","itis","Palicourea marcgravii",NA,NA,NA,NA,NA,NA,NA
"7389","itis","Palicourea megacephala",NA,NA,NA,NA,NA,NA,NA
"7390","itis","Palicourea microbotrys",NA,NA,NA,NA,NA,NA,NA
"7391","itis","Palicourea nigricans",NA,NA,NA,NA,NA,NA,NA
"7392","itis","Palicourea nitidella",NA,NA,NA,NA,NA,NA,NA
"7393","itis","Palicourea obconica",NA,NA,NA,NA,NA,NA,NA
"7394","itis","Palicourea obliquinervia",NA,NA,NA,NA,NA,NA,NA
"7395","itis","Palicourea obtusata",NA,NA,NA,NA,NA,NA,NA
"7396","itis","Palicourea ownbeyi",NA,NA,NA,NA,NA,NA,NA
"7397","itis","Palicourea paniculata",NA,NA,NA,NA,NA,NA,NA
"7398","itis","Palicourea paraensis",NA,NA,NA,NA,NA,NA,NA
"7399","itis","Palicourea paulina",NA,NA,NA,NA,NA,NA,NA
"7400","itis","Palicourea perinsignis",NA,NA,NA,NA,NA,NA,NA
"7401","itis","Palicourea perquadrangularis",NA,NA,NA,NA,NA,NA,NA
"7402","itis","Palicourea phaneroloma",NA,NA,NA,NA,NA,NA,NA
"7403","itis","Palicourea phaneroneura",NA,NA,NA,NA,NA,NA,NA
"7404","itis","Palicourea pilosa",NA,NA,NA,NA,NA,NA,NA
"7405","itis","Palicourea polycephala",NA,NA,NA,NA,NA,NA,NA
"7406","itis","Palicourea prancei",NA,NA,NA,NA,NA,NA,NA
"7407","itis","Palicourea prunifolia",NA,NA,NA,NA,NA,NA,NA
"7408","itis","Palicourea pseudinundata",NA,NA,NA,NA,NA,NA,NA
"7409","itis","Palicourea psittacina",NA,NA,NA,NA,NA,NA,NA
"7410","itis","Palicourea punicea",NA,NA,NA,NA,NA,NA,NA
"7411","itis","Palicourea quadrifolia",NA,NA,NA,NA,NA,NA,NA
"7412","itis","Palicourea racemosa",NA,NA,NA,NA,NA,NA,NA
"7413","itis","Palicourea rhodothamna",NA,NA,NA,NA,NA,NA,NA
"7414","itis","Palicourea rigida",NA,NA,NA,NA,NA,NA,NA
"7415","itis","Palicourea roseiflora",NA,NA,NA,NA,NA,NA,NA
"7416","itis","Palicourea schomburgkii",NA,NA,NA,NA,NA,NA,NA
"7417","itis","Palicourea sessilis",NA,NA,NA,NA,NA,NA,NA
"7418","itis","Palicourea spadicea",NA,NA,NA,NA,NA,NA,NA
"7419","itis","Palicourea spectabilis",NA,NA,NA,NA,NA,NA,NA
"7420","itis","Palicourea sphaerocephala",NA,NA,NA,NA,NA,NA,NA
"7421","itis","Palicourea spicata",NA,NA,NA,NA,NA,NA,NA
"7422","itis","Palicourea stenostachya",NA,NA,NA,NA,NA,NA,NA
"7423","itis","Palicourea stipulosa",NA,NA,NA,NA,NA,NA,NA
"7424","itis","Palicourea subcuspidata",NA,NA,NA,NA,NA,NA,NA
"7425","itis","Palicourea subfusca",NA,NA,NA,NA,NA,NA,NA
"7426","itis","Palicourea subspicata",NA,NA,NA,NA,NA,NA,NA
"7427","itis","Palicourea subundulata",NA,NA,NA,NA,NA,NA,NA
"7428","itis","Palicourea tenerior",NA,NA,NA,NA,NA,NA,NA
"7429","itis","Palicourea tepuicola",NA,NA,NA,NA,NA,NA,NA
"7430","itis","Palicourea tepuiensis",NA,NA,NA,NA,NA,NA,NA
"7431","itis","Palicourea tetraphylla",NA,NA,NA,NA,NA,NA,NA
"7432","itis","Palicourea tomentosa",NA,NA,NA,NA,NA,NA,NA
"7433","itis","Palicourea triadica",NA,NA,NA,NA,NA,NA,NA
"7434","itis","Palicourea trichocephala",NA,NA,NA,NA,NA,NA,NA
"7435","itis","Palicourea trichophora",NA,NA,NA,NA,NA,NA,NA
"7436","itis","Palicourea triphylla",NA,NA,NA,NA,NA,NA,NA
"7437","itis","Palicourea turbinella",NA,NA,NA,NA,NA,NA,NA
"7438","itis","Palicourea ucayalina",NA,NA,NA,NA,NA,NA,NA
"7439","itis","Palicourea urceolata",NA,NA,NA,NA,NA,NA,NA
"7440","itis","Palicourea vellerea",NA,NA,NA,NA,NA,NA,NA
"7441","itis","Palicourea venulosa",NA,NA,NA,NA,NA,NA,NA
"7442","itis","Palicourea vichadensis",NA,NA,NA,NA,NA,NA,NA
"7443","itis","Palicourea violacea",NA,NA,NA,NA,NA,NA,NA
"7444","itis","Palicourea virens",NA,NA,NA,NA,NA,NA,NA
"7445","itis","Palicourea winkleri",NA,NA,NA,NA,NA,NA,NA
"7446","itis","Palicourea woronovii",NA,NA,NA,NA,NA,NA,NA
"7447","itis","Palicourea wurdackii",NA,NA,NA,NA,NA,NA,NA
"7448","itis","Palicourea zevallosii",NA,NA,NA,NA,NA,NA,NA
"7449","itis","Pallavicinia lyellii",NA,"Jungermanniopsida","Pallaviciniales","Pallaviciniaceae","Pallavicinia","Pallavicinia lyellii",NA
"7450","itis","Palmorchis lobulata",NA,NA,NA,NA,NA,NA,NA
"7451","itis","Palmorchis puber",NA,NA,NA,NA,NA,NA,NA
"7452","itis","Palmorchis sobralioides",NA,NA,NA,NA,NA,NA,NA
"7453","itis","Palmorchis yavarensis",NA,NA,NA,NA,NA,NA,NA
"7454","itis","Paloue coccinea",NA,NA,NA,NA,NA,NA,NA
"7455","itis","Paloue duckei",NA,NA,NA,NA,NA,NA,NA
"7456","itis","Paloue durissima",NA,NA,NA,NA,NA,NA,NA
"7457","itis","Paloue guianensis",NA,NA,NA,NA,NA,NA,NA
"7458","itis","Paloue induta",NA,NA,NA,NA,NA,NA,NA
"7459","itis","Paloue leiogyne",NA,NA,NA,NA,NA,NA,NA
"7460","itis","Paloue macrostachya",NA,NA,NA,NA,NA,NA,NA
"7461","itis","Paloue paraensis",NA,NA,NA,NA,NA,NA,NA
"7462","itis","Paloue princeps",NA,NA,NA,NA,NA,NA,NA
"7463","itis","Paloue speciosa",NA,NA,NA,NA,NA,NA,NA
"7464","itis","Paludicola keratophyta",NA,NA,NA,NA,NA,NA,NA
"7465","itis","Panicum aquarum",NA,"Magnoliopsida","Poales","Poaceae","Panicum","Panicum aquarum",NA
"7466","itis","Panicum campestre",NA,"Magnoliopsida","Poales","Poaceae","Panicum","Panicum campestre",NA
"7467","itis","Panicum capillare",NA,"Magnoliopsida","Poales","Poaceae","Panicum","Panicum capillare",NA
"7468","itis","Panicum cayennense",NA,"Magnoliopsida","Poales","Poaceae","Panicum","Panicum cayennense",NA
"7469","itis","Panicum cyanescens",NA,"Magnoliopsida","Poales","Poaceae","Panicum","Panicum cyanescens",NA
"7470","itis","Panicum dichotomiflorum",NA,"Magnoliopsida","Poales","Poaceae","Panicum","Panicum dichotomiflorum",NA
"7471","itis","Panicum grande",NA,"Magnoliopsida","Poales","Poaceae","Panicum","Panicum grande",NA
"7472","itis","Panicum hirtum",NA,"Magnoliopsida","Poales","Poaceae","Panicum","Panicum hirtum",NA
"7473","itis","Panicum laxum",NA,NA,NA,NA,NA,"Panicum laxum",NA
"7474","itis","Panicum maximum",NA,NA,NA,NA,NA,"Panicum maximum",NA
"7475","itis","Panicum mertensii",NA,NA,NA,NA,NA,"Panicum mertensii",NA
"7476","itis","Panicum micranthum",NA,"Magnoliopsida","Poales","Poaceae","Panicum","Panicum micranthum",NA
"7477","itis","Panicum millegrana",NA,"Magnoliopsida","Poales","Poaceae","Panicum","Panicum millegrana",NA
"7478","itis","Panicum orinocanum",NA,"Magnoliopsida","Poales","Poaceae","Panicum","Panicum orinocanum",NA
"7479","itis","Panicum parvifolium",NA,"Magnoliopsida","Poales","Poaceae","Panicum","Panicum parvifolium",NA
"7480","itis","Panicum pilosum",NA,"Magnoliopsida","Poales","Poaceae","Panicum","Panicum pilosum",NA
"7481","itis","Panicum polygonatum",NA,"Magnoliopsida","Poales","Poaceae","Panicum","Panicum polygonatum",NA
"7482","itis","Panicum rudgei",NA,"Magnoliopsida","Poales","Poaceae","Panicum","Panicum rudgei",NA
"7483","itis","Panicum stenodes",NA,NA,NA,NA,NA,"Panicum stenodes",NA
"7484","itis","Panicum stoloniferum",NA,NA,NA,NA,NA,"Panicum stoloniferum",NA
"7485","itis","Panicum trichanthum",NA,"Magnoliopsida","Poales","Poaceae","Panicum","Panicum trichanthum",NA
"7486","itis","Panicum trichoides",NA,"Magnoliopsida","Poales","Poaceae","Panicum","Panicum trichoides",NA
"7487","itis","Panicum virgatum",NA,"Magnoliopsida","Poales","Poaceae","Panicum","Panicum virgatum",NA
"7488","itis","Panopsis multiflora",NA,NA,NA,NA,NA,NA,NA
"7489","itis","Panopsis rubescens",NA,NA,NA,NA,NA,NA,NA
"7490","itis","Panopsis sessilifolia",NA,NA,NA,NA,NA,NA,NA
"7491","itis","Panurea bowdichioides",NA,NA,NA,NA,NA,NA,NA
"7492","itis","Panurea longifolia",NA,NA,NA,NA,NA,NA,NA
"7493","itis","Parablechnum glaziovii",NA,NA,NA,NA,NA,NA,NA
"7494","itis","Paradrymonia ciliosa",NA,"Magnoliopsida","Lamiales","Gesneriaceae","Paradrymonia","Paradrymonia ciliosa",NA
"7495","itis","Paradrymonia longifolia",NA,"Magnoliopsida","Lamiales","Gesneriaceae","Paradrymonia","Paradrymonia longifolia",NA
"7496","itis","Paradrymonia lutea",NA,"Magnoliopsida","Lamiales","Gesneriaceae","Paradrymonia","Paradrymonia lutea",NA
"7497","itis","Paradrypetes subintegrifolia",NA,NA,NA,NA,NA,NA,NA
"7498","itis","Paragonia pyramidata",NA,"Magnoliopsida","Lamiales","Bignoniaceae","Paragonia","Paragonia pyramidata",NA
"7499","itis","Parahancornia amara",NA,NA,NA,NA,NA,NA,NA
"7500","itis","Parahancornia fasciculata",NA,NA,NA,NA,NA,NA,NA
"7501","itis","Parahancornia negroensis",NA,NA,NA,NA,NA,NA,NA
"7502","itis","Parahancornia oblonga",NA,NA,NA,NA,NA,NA,NA
"7503","itis","Parahancornia peruviana",NA,NA,NA,NA,NA,NA,NA
"7504","itis","Parahancornia surrogata",NA,NA,NA,NA,NA,NA,NA
"7505","itis","Paraia bracteata",NA,NA,NA,NA,NA,NA,NA
"7506","itis","Paramachaerium ormosioides",NA,NA,NA,NA,NA,NA,NA
"7507","itis","Parapiptadenia rigida",NA,NA,NA,NA,NA,NA,NA
"7508","itis","Parapolystichum effusum",NA,"Polypodiopsida","Polypodiales","Dryopteridaceae","Parapolystichum","Parapolystichum effusum",NA
"7509","itis","Paratheria prostrata",NA,"Magnoliopsida","Poales","Poaceae","Paratheria","Paratheria prostrata",NA
"7510","itis","Parathesis amazonica",NA,NA,NA,NA,NA,NA,NA
"7511","itis","Parathesis palaciosii",NA,NA,NA,NA,NA,NA,NA
